borrower_id,age,business_type,years_in_operation,region,annual_revenue,ebitda_margin,cashflow_stability,bank_balance_avg,dti_ratio,dscr,loan_amount,tenure_months,interest_rate,past_delinquencies,dpd_last_6m,repayment_consistency,monthly_inflow,monthly_outflow,default
6248,41,Manufacturing,6,East,51.87,6.86,0.71,2.46,0.42,1.05,14.7,12,13.92,0,4,0.32,17.16,12.64,1
6249,21,Retail,0,North,53.68,9.35,0.71,0.1,0.3,1.44,2.0,24,13.33,0,5,1.0,5.43,11.36,0
6250,45,Manufacturing,4,West,45.99,22.48,0.6,2.02,0.81,2.1,15.0,48,11.41,0,0,0.69,7.86,2.76,0
6251,29,Manufacturing,4,North,19.96,16.23,0.87,2.74,0.05,1.11,2.0,24,15.49,0,15,0.81,4.23,7.24,0
6252,31,Retail,2,North,53.14,10.07,0.82,0.1,0.2,0.64,2.0,24,10.04,2,0,0.9,11.84,6.19,0
6253,61,Manufacturing,8,North,5.59,9.09,1.0,0.1,0.18,1.84,19.51,24,13.84,0,3,0.67,14.38,7.29,0
6254,38,Healthcare,10,East,96.1,12.78,0.72,4.38,0.54,1.46,11.77,48,12.24,0,4,0.58,1.4,7.7,0
6255,31,Manufacturing,3,South,98.08,8.29,0.96,4.55,0.46,1.16,11.94,24,15.42,0,0,0.48,12.4,7.51,0
6256,21,Services,5,North,90.46,21.02,0.65,3.85,0.49,1.14,19.43,36,15.49,0,8,0.88,6.54,8.13,0
6257,48,Manufacturing,3,South,92.56,14.55,0.48,2.18,0.65,1.41,6.73,48,14.39,0,8,0.95,10.72,12.71,0
6258,21,Manufacturing,1,North,72.27,3.04,0.58,1.57,0.48,0.93,13.55,60,16.57,1,5,0.84,7.41,9.17,0
6259,24,Services,1,East,22.73,3.34,0.82,1.48,0.47,1.68,10.76,60,14.69,0,4,0.43,9.71,6.96,0
6260,31,Retail,1,East,10.59,5.99,0.51,2.41,0.05,0.93,14.82,48,17.39,1,5,0.67,4.01,2.59,0
6261,49,Healthcare,8,North,17.76,10.47,0.67,0.42,0.51,1.44,10.08,24,11.11,0,1,1.0,16.4,4.53,0
6262,42,Manufacturing,6,South,63.56,2.53,0.75,3.99,0.24,1.68,11.08,36,20.08,0,2,0.86,6.76,6.34,0
6263,33,Healthcare,2,North,9.88,13.64,0.83,4.76,0.5,0.96,19.02,12,13.73,0,2,0.62,6.54,2.45,0
6264,38,Construction,2,East,55.23,10.46,0.55,5.53,0.54,1.72,7.17,36,12.63,0,4,0.59,12.2,4.51,0
6265,28,Healthcare,2,South,66.69,8.05,0.82,6.01,0.6,1.56,8.27,36,14.38,0,0,0.65,2.46,7.36,0
6266,36,Retail,0,West,44.46,12.83,0.66,0.1,0.98,1.55,7.14,60,17.22,1,5,0.78,7.72,6.65,0
6267,35,Retail,6,West,51.11,24.98,0.84,5.57,0.78,1.54,2.0,24,18.99,0,0,0.8,7.08,14.93,0
6268,44,Manufacturing,4,South,128.2,7.7,0.8,3.62,0.71,0.43,18.06,24,12.64,1,3,0.88,9.38,7.21,0
6269,44,Services,10,West,49.05,22.92,0.63,1.02,0.31,1.76,17.05,48,15.68,0,0,0.8,3.38,4.19,0
6270,39,Retail,0,South,62.11,9.68,0.54,1.68,0.91,1.22,9.79,36,17.31,1,13,0.81,12.49,10.25,0
6271,31,Services,7,South,85.29,8.44,0.85,2.2,0.53,1.54,8.87,36,13.67,0,9,0.85,6.45,7.53,0
6272,42,Construction,7,North,77.15,8.12,0.55,0.82,0.91,1.72,9.11,24,19.11,0,7,0.87,12.44,1.95,0
6273,34,Services,8,South,75.05,18.14,0.71,2.34,0.6,1.23,2.0,12,15.57,0,6,0.67,11.14,12.94,0
6274,24,Trading,5,East,58.24,11.83,0.66,2.23,0.05,1.28,8.97,36,15.2,0,4,0.68,11.31,11.35,0
6275,30,Services,7,West,58.33,9.73,0.56,0.1,0.64,1.27,20.11,36,16.66,1,0,1.0,13.25,15.09,1
6276,35,Retail,5,Central,5.0,1.0,0.6,3.57,0.52,1.77,6.65,48,18.53,0,9,0.6,1.0,7.97,0
6277,44,Services,2,West,102.06,3.48,0.67,5.47,0.36,1.94,6.08,48,10.0,0,13,0.6,4.18,12.78,0
6278,33,Services,3,South,32.22,18.11,0.66,2.5,0.55,1.65,4.15,36,19.17,0,0,0.4,11.89,9.6,0
6279,22,Trading,3,North,76.36,19.69,0.71,3.3,0.44,2.21,17.91,24,13.02,0,14,0.31,4.51,5.68,0
6280,35,Trading,8,East,42.96,20.35,0.64,2.03,0.54,2.4,17.0,36,22.07,0,7,0.71,6.12,12.59,0
6281,36,Manufacturing,8,North,143.44,5.81,0.86,4.13,0.37,1.73,7.35,36,16.84,0,5,0.74,10.56,5.5,0
6282,36,Retail,7,North,25.17,15.51,0.9,4.83,0.44,2.54,11.66,36,17.92,0,0,0.7,6.02,1.0,0
6283,44,Manufacturing,5,North,120.99,6.95,0.58,2.33,0.35,1.39,12.01,36,13.63,1,0,0.61,4.77,1.0,0
6284,45,Trading,0,South,46.18,19.67,0.6,2.35,0.35,1.86,17.31,24,16.61,2,12,0.49,2.15,11.81,0
6285,29,Services,7,South,71.91,16.89,0.72,4.61,0.47,1.63,9.02,24,13.47,1,1,0.7,27.93,12.56,1
6286,28,Trading,7,South,50.52,12.99,0.62,2.67,0.58,2.86,3.95,48,20.41,0,6,0.72,8.98,5.31,0
6287,24,Construction,5,North,97.57,6.01,0.65,0.1,0.21,0.81,3.29,36,14.37,1,4,0.96,5.14,4.72,1
6288,41,Services,6,South,53.92,19.51,0.67,2.56,0.39,1.46,7.52,36,16.34,0,2,0.83,12.06,9.73,0
6289,49,Manufacturing,2,West,59.67,13.04,0.56,2.94,0.41,0.77,10.94,36,15.28,0,6,0.61,5.93,6.02,0
6290,31,Services,3,West,53.1,16.0,0.64,1.63,0.66,0.8,16.36,60,16.5,0,0,0.55,10.12,7.51,0
6291,32,Construction,2,West,66.98,3.2,0.52,2.89,0.5,1.85,2.41,36,14.89,0,17,0.59,13.18,16.55,0
6292,49,Trading,4,South,22.19,4.93,0.7,5.15,0.21,0.47,9.02,24,16.54,1,3,0.96,3.59,7.69,0
6293,40,Retail,7,West,5.0,9.27,1.0,1.62,0.51,0.3,4.29,24,14.44,1,0,0.94,12.17,5.91,1
6294,39,Healthcare,6,North,63.83,29.58,0.6,1.8,0.54,2.0,11.6,48,14.16,1,0,0.51,9.21,1.0,1
6295,23,Retail,1,East,113.94,4.26,0.54,3.48,0.61,2.64,2.0,36,14.26,1,2,1.0,5.02,2.33,1
6296,41,Retail,10,West,37.67,9.1,0.42,3.24,0.33,1.68,11.83,36,11.29,0,0,0.79,8.26,8.94,1
6297,25,Trading,5,South,73.04,10.14,0.65,2.47,0.52,1.77,20.63,36,10.06,1,20,0.58,10.9,6.62,1
6298,23,Retail,2,South,5.58,20.26,0.64,1.17,0.48,1.11,14.6,24,10.0,0,12,0.73,10.42,14.29,1
6299,31,Construction,4,West,33.31,13.86,0.63,1.7,0.49,0.57,10.83,24,17.42,1,0,0.87,12.84,1.33,1
6300,29,Trading,3,North,51.45,2.68,0.95,7.82,0.46,1.58,13.32,12,18.51,0,17,0.74,8.0,8.0,1
6301,32,Retail,5,South,49.1,9.63,0.72,0.61,0.88,1.66,15.81,24,10.0,0,4,0.75,6.75,8.97,0
6302,21,Healthcare,1,North,83.52,9.07,0.88,1.7,0.93,1.08,7.21,24,20.43,0,0,1.0,1.0,1.0,1
6303,44,Manufacturing,5,South,5.0,2.93,0.84,3.92,0.66,0.73,5.21,36,13.03,0,0,0.87,9.21,10.15,0
6304,46,Trading,7,North,44.9,12.05,0.52,8.91,0.41,1.46,20.49,60,11.97,2,8,0.85,2.14,10.36,1
6305,21,Trading,6,North,31.22,13.61,0.85,2.96,0.59,1.65,8.44,36,16.32,0,14,0.98,7.43,7.19,0
6306,44,Services,5,East,22.67,18.41,0.69,3.48,0.41,1.82,20.29,12,13.85,0,1,1.0,12.67,12.02,0
6307,26,Retail,6,South,28.06,15.02,0.5,0.57,0.43,0.8,18.86,60,14.31,0,0,0.55,12.64,13.82,0
6308,43,Manufacturing,6,East,58.18,4.92,0.59,0.93,0.37,0.94,12.08,36,14.18,0,12,1.0,16.19,15.47,1
6309,34,Healthcare,8,West,54.39,10.99,0.87,3.23,0.13,0.99,22.84,12,19.1,0,11,0.82,14.64,8.74,0
6310,35,Construction,4,South,44.1,22.54,0.67,4.29,0.05,1.3,7.72,36,14.81,0,3,0.8,7.22,9.57,0
6311,33,Trading,2,Central,9.45,14.36,0.63,1.78,0.35,0.79,23.9,36,15.39,0,0,0.63,1.15,13.6,0
6312,47,Construction,6,West,41.99,14.81,0.84,1.46,0.31,0.7,7.73,24,17.67,0,0,0.43,10.53,1.0,1
6313,22,Construction,8,South,83.81,6.99,0.9,0.1,0.3,1.17,2.0,36,11.95,1,5,0.82,1.0,4.59,1
6314,41,Construction,3,West,5.0,8.31,0.76,4.94,0.7,1.26,10.46,12,15.83,0,0,0.67,1.0,7.12,0
6315,46,Services,9,East,28.59,7.0,0.65,3.83,0.28,1.08,7.6,60,11.71,0,11,0.75,9.68,4.83,1
6316,42,Construction,6,Central,15.6,12.19,0.87,4.96,0.2,1.76,23.65,36,17.27,0,0,0.4,17.81,13.51,0
6317,58,Retail,7,West,16.86,13.0,0.42,3.09,0.67,1.29,13.78,12,11.03,1,6,0.75,11.26,16.4,0
6318,29,Retail,1,West,42.73,12.77,0.72,4.64,0.41,1.45,7.65,36,13.69,0,0,0.63,5.09,1.35,0
6319,44,Manufacturing,7,South,30.79,18.54,0.86,2.2,0.32,1.82,2.0,36,15.48,0,9,0.68,7.18,10.4,0
6320,33,Manufacturing,6,Central,24.29,13.12,0.88,1.83,0.41,0.85,3.52,12,10.34,0,2,0.55,7.65,5.55,1
6321,47,Healthcare,11,South,50.57,1.0,0.96,2.19,0.63,2.12,18.97,12,14.23,0,1,0.56,8.25,7.19,0
6322,34,Construction,6,South,5.0,9.34,0.89,1.95,0.43,2.12,2.0,24,14.22,0,3,0.6,4.1,4.69,0
6323,31,Construction,6,Central,109.88,11.24,0.75,4.1,0.44,0.66,10.9,12,17.15,0,4,0.77,7.54,10.26,0
6324,48,Services,2,South,32.99,8.78,0.57,0.1,0.44,0.87,5.89,36,19.84,1,19,0.66,14.35,3.99,0
6325,30,Construction,5,West,38.74,10.71,0.67,2.88,0.5,0.63,6.35,36,15.3,0,0,0.8,5.65,12.04,0
6326,21,Construction,8,North,39.71,8.02,0.67,0.1,0.32,1.02,10.6,12,12.5,0,9,0.86,3.1,11.15,0
6327,29,Construction,3,East,20.92,19.54,0.58,5.44,0.11,0.94,16.95,12,12.91,0,0,0.83,5.27,3.03,1
6328,41,Trading,2,North,87.55,3.96,0.27,4.25,0.49,0.75,13.9,36,13.83,0,14,0.65,20.36,5.37,1
6329,48,Trading,11,West,57.72,4.0,0.7,1.36,0.29,2.47,4.03,60,15.58,0,0,0.73,1.0,14.03,0
6330,36,Services,4,South,5.0,2.75,0.56,3.61,0.51,1.47,17.24,24,15.83,0,11,0.89,4.74,10.86,0
6331,48,Services,7,South,12.86,16.65,0.73,3.79,0.2,1.48,10.57,24,17.35,0,4,0.91,6.05,8.87,0
6332,21,Retail,3,East,30.65,2.81,0.51,0.1,0.61,0.76,6.36,36,12.41,0,0,1.0,1.0,9.24,0
6333,30,Services,3,North,69.02,15.27,0.49,3.27,0.3,1.18,15.11,48,12.12,0,22,0.62,8.32,8.7,1
6334,32,Healthcare,4,South,85.73,11.19,0.62,4.12,0.39,1.6,12.62,12,10.0,0,0,0.88,6.62,11.42,1
6335,33,Retail,6,North,45.91,10.4,0.84,3.73,0.26,1.26,9.86,24,14.78,0,7,0.5,9.01,6.86,0
6336,35,Construction,8,South,97.68,14.39,0.73,4.59,0.65,2.14,9.27,36,15.13,1,9,0.7,10.79,8.59,0
6337,41,Services,3,West,73.21,22.28,0.79,1.39,0.53,1.49,14.28,24,18.29,1,0,0.52,10.13,12.03,0
6338,30,Healthcare,8,South,114.31,4.67,0.55,4.44,0.23,2.09,17.55,12,12.86,0,2,0.79,11.98,4.13,0
6339,36,Services,5,South,33.21,7.7,0.71,5.81,0.9,2.0,2.84,36,10.31,0,3,0.78,7.39,13.41,1
6340,34,Services,4,North,37.9,2.53,0.57,2.87,0.27,1.19,8.39,36,17.35,0,0,0.83,1.41,7.37,0
6341,25,Retail,6,Central,56.41,13.16,0.88,2.64,0.27,1.04,2.0,36,17.15,0,0,0.76,14.98,4.64,0
6342,33,Retail,9,West,27.85,8.94,0.88,3.12,0.53,1.67,11.64,36,14.0,1,8,0.93,6.15,5.69,1
6343,33,Manufacturing,6,West,73.47,5.38,0.62,0.91,0.7,0.62,9.02,60,15.43,0,20,0.8,4.87,18.84,0
6344,33,Retail,2,South,12.92,9.22,0.93,4.14,0.47,2.26,2.0,36,14.34,0,4,0.96,3.11,8.26,0
6345,35,Retail,5,West,5.6,5.84,0.67,2.24,0.51,1.07,11.42,24,18.22,0,7,0.91,1.0,1.0,1
6346,35,Trading,6,Central,48.32,16.83,0.94,3.86,0.49,1.26,2.0,24,17.9,1,0,0.72,12.67,6.0,0
6347,30,Services,3,West,94.41,1.0,0.52,5.12,0.35,0.87,4.81,36,11.08,1,16,0.73,9.03,5.76,0
6348,47,Retail,5,South,64.76,20.56,0.52,2.9,0.48,1.58,13.05,36,14.74,0,11,0.74,9.76,8.16,1
6349,23,Services,2,Central,74.49,20.19,0.78,4.4,0.67,2.26,8.78,24,17.67,0,5,0.62,12.2,1.0,0
6350,27,Services,6,North,100.03,6.86,0.58,0.64,0.77,1.32,10.31,36,10.84,1,16,0.64,5.64,6.53,1
6351,62,Trading,9,North,62.98,13.77,0.76,2.64,0.58,1.71,17.92,36,13.77,0,8,0.71,15.02,5.03,0
6352,24,Services,4,West,39.63,26.47,0.55,3.95,0.67,1.81,17.61,60,21.11,0,1,0.67,1.0,4.38,1
6353,21,Healthcare,7,South,93.68,13.4,0.51,0.59,0.58,2.37,16.05,36,17.03,0,11,0.79,3.59,8.98,0
6354,42,Retail,8,South,78.98,5.92,0.84,5.87,0.38,1.39,4.26,12,14.22,0,0,1.0,3.28,7.29,1
6355,21,Services,3,East,27.99,17.64,1.0,4.57,0.63,1.83,7.58,36,16.93,0,10,0.38,10.0,13.71,0
6356,32,Manufacturing,6,North,24.52,15.45,0.68,1.82,0.2,0.71,2.67,24,16.45,1,23,1.0,8.9,7.86,1
6357,56,Manufacturing,8,East,48.42,5.67,0.8,2.96,0.41,0.69,10.96,36,21.58,0,0,0.83,8.85,1.0,0
6358,21,Trading,9,Central,76.97,6.61,0.67,2.97,0.82,1.46,11.43,24,16.03,1,6,0.86,8.56,9.56,0
6359,21,Healthcare,4,West,20.83,10.71,0.79,2.2,0.39,1.53,7.88,24,13.79,0,18,0.85,1.0,1.0,0
6360,21,Retail,1,West,54.04,21.88,0.22,0.1,0.47,1.79,16.17,48,16.32,1,3,0.7,6.19,9.23,0
6361,43,Trading,6,Central,77.17,5.15,0.61,1.75,0.3,1.93,11.73,24,15.57,0,7,0.41,7.44,10.87,0
6362,46,Manufacturing,5,West,42.6,10.1,1.0,4.4,0.24,0.59,10.77,36,15.05,1,4,1.0,6.38,13.38,0
6363,29,Healthcare,5,North,58.45,22.0,0.76,3.22,0.5,1.48,10.88,36,16.28,0,6,0.77,20.15,8.48,0
6364,41,Retail,3,Central,64.7,9.09,0.69,4.77,0.48,1.94,20.12,60,15.92,0,1,1.0,7.75,5.49,0
6365,48,Services,7,South,72.59,18.35,0.79,1.03,0.72,2.31,13.42,12,12.42,0,2,0.78,10.42,1.44,1
6366,52,Retail,3,South,52.39,11.16,0.84,4.69,0.15,0.89,6.6,36,16.23,0,0,1.0,1.05,12.42,1
6367,32,Construction,2,North,46.26,21.39,0.38,4.3,0.56,1.72,2.73,36,12.71,1,16,0.72,9.24,10.29,0
6368,21,Retail,4,East,80.5,18.26,0.66,1.66,0.54,0.4,11.62,24,13.27,0,0,0.72,4.49,13.81,0
6369,26,Services,7,Central,5.0,13.01,0.51,3.29,0.35,0.67,6.84,60,10.0,0,0,0.45,20.2,15.19,1
6370,30,Construction,0,North,75.82,11.49,1.0,1.66,0.61,1.21,2.16,48,15.73,0,7,0.64,4.31,3.81,1
6371,32,Healthcare,1,South,67.5,6.54,0.47,4.08,0.15,1.37,3.2,24,15.13,1,0,0.44,5.16,7.25,1
6372,33,Trading,2,North,95.7,1.58,0.67,6.31,0.18,0.75,2.0,24,10.33,0,20,1.0,13.93,7.83,1
6373,46,Healthcare,10,West,67.25,11.89,0.79,3.43,0.08,1.65,17.6,12,10.0,0,2,0.89,2.53,9.56,0
6374,47,Retail,5,South,18.88,14.61,0.79,1.28,0.36,0.72,7.33,24,14.22,0,9,1.0,17.07,6.66,0
6375,33,Trading,1,West,53.07,16.81,0.54,2.36,0.51,1.36,5.58,48,13.25,0,6,1.0,12.08,9.71,0
6376,45,Retail,4,West,20.61,25.51,0.55,7.85,0.5,1.83,5.49,48,12.31,0,4,0.75,10.8,5.96,1
6377,38,Manufacturing,7,West,84.39,3.8,0.58,0.39,0.33,2.15,2.0,24,11.59,0,0,0.75,8.8,4.48,0
6378,35,Manufacturing,10,West,5.0,11.15,0.62,1.62,0.79,2.28,13.61,36,13.89,0,5,1.0,1.0,16.29,0
6379,44,Services,0,South,5.0,14.82,0.64,3.26,0.48,1.02,19.69,36,21.11,1,3,0.47,11.85,4.11,1
6380,35,Healthcare,1,West,13.98,5.97,0.8,5.92,0.07,1.61,11.73,12,18.85,0,19,0.79,7.67,13.46,0
6381,55,Manufacturing,3,South,5.0,15.41,0.61,0.18,0.85,1.96,24.88,12,12.3,0,9,0.39,7.66,1.25,1
6382,21,Construction,4,North,40.25,13.8,0.74,1.23,0.8,2.44,13.81,24,12.46,0,0,0.76,8.23,11.89,1
6383,29,Construction,4,North,37.43,9.7,0.6,0.1,0.63,1.77,7.43,60,10.0,1,4,0.93,2.35,3.79,0
6384,33,Retail,4,South,74.87,2.92,0.77,2.21,0.52,0.9,14.58,36,12.62,0,5,0.67,9.59,6.29,0
6385,39,Trading,11,South,5.0,11.6,0.75,0.84,0.48,1.1,10.21,36,18.28,0,17,0.89,1.0,2.4,0
6386,47,Construction,1,South,33.92,14.59,0.65,5.11,0.24,1.73,5.47,36,10.43,0,0,0.89,3.75,4.85,0
6387,34,Retail,5,North,57.82,1.18,0.57,0.1,0.47,1.41,7.74,36,13.69,0,0,0.58,9.4,8.38,0
6388,21,Trading,6,South,22.06,9.93,0.62,5.84,0.46,1.15,10.31,48,11.55,1,5,1.0,1.04,12.04,0
6389,43,Manufacturing,0,South,5.0,10.01,0.58,5.75,0.5,2.14,9.7,48,15.93,0,1,0.8,13.53,5.38,0
6390,42,Retail,9,South,71.18,17.49,0.71,2.12,0.35,0.38,7.87,12,14.13,0,3,0.98,1.42,3.59,0
6391,21,Trading,4,West,67.08,5.28,0.82,0.1,0.09,1.05,20.75,48,11.61,1,16,0.76,8.14,10.45,0
6392,34,Services,1,West,5.0,14.87,0.77,3.99,0.64,2.06,10.76,12,21.97,0,5,0.55,8.25,15.39,1
6393,21,Healthcare,9,North,37.13,15.8,0.82,5.35,0.42,1.07,12.64,48,14.01,0,0,0.97,4.66,10.72,0
6394,28,Healthcare,7,West,31.58,13.01,0.54,0.4,0.38,0.86,2.0,12,19.71,0,0,0.39,5.63,12.49,0
6395,25,Services,3,West,104.48,17.34,0.7,1.58,0.54,2.43,2.75,36,19.57,1,0,0.74,10.16,4.92,0
6396,43,Construction,7,East,5.0,24.19,0.6,3.43,0.67,1.4,14.17,60,18.59,1,0,0.53,8.98,3.97,1
6397,36,Healthcare,6,South,36.5,17.72,0.71,1.93,0.3,1.64,12.63,24,12.83,0,0,0.7,5.44,9.57,0
6398,22,Trading,0,North,72.8,9.31,0.79,6.89,0.57,2.51,2.0,48,11.3,0,0,1.0,13.73,12.73,0
6399,43,Services,0,West,46.41,15.54,0.63,2.94,0.56,1.6,13.51,24,16.84,0,19,0.63,6.24,10.28,0
6400,21,Construction,6,West,82.12,18.96,0.46,3.9,0.55,0.6,16.65,36,14.75,1,0,0.94,12.61,3.17,0
6401,38,Retail,0,North,5.0,7.37,0.55,4.84,0.53,1.73,10.01,36,17.53,0,7,0.76,5.13,3.72,1
6402,26,Retail,8,Central,11.34,15.68,0.39,0.1,0.57,1.56,2.0,48,16.52,1,7,0.6,4.41,8.29,1
6403,31,Trading,0,Central,40.55,13.4,0.7,3.57,0.45,0.77,3.74,36,14.22,0,4,0.78,12.27,5.56,0
6404,40,Trading,7,West,64.66,15.51,0.64,1.91,0.61,1.67,18.84,48,15.1,1,0,0.87,4.47,16.98,0
6405,40,Trading,9,North,50.12,3.71,0.61,1.6,0.46,2.21,2.0,48,14.56,0,5,0.35,11.4,6.42,0
6406,48,Healthcare,6,East,68.35,11.13,0.48,2.08,0.77,1.6,15.54,60,12.84,0,0,0.54,1.0,2.1,1
6407,34,Trading,0,West,39.9,8.19,0.61,2.75,0.72,1.64,2.0,36,11.51,0,10,0.85,3.15,10.51,1
6408,38,Services,8,Central,10.71,13.73,0.68,1.71,0.71,1.9,10.45,24,15.0,1,0,0.99,7.45,2.41,0
6409,30,Services,3,West,66.57,16.41,0.66,2.99,0.05,1.89,5.44,36,16.01,0,6,0.67,6.54,5.06,0
6410,36,Construction,4,South,5.0,1.22,0.84,0.83,0.32,1.26,12.71,60,16.84,1,11,0.8,18.29,10.19,0
6411,39,Services,2,North,20.94,14.24,0.57,5.02,0.84,1.74,18.1,24,15.07,0,11,0.9,17.22,6.97,0
6412,34,Healthcare,10,West,8.95,20.96,0.69,2.51,0.14,0.92,4.27,36,10.0,0,8,0.35,13.61,6.09,0
6413,21,Retail,5,East,55.48,21.09,0.87,4.82,0.89,2.05,11.29,24,14.86,1,3,0.72,4.84,1.0,1
6414,38,Construction,3,East,47.59,21.53,0.85,5.68,0.53,1.78,21.54,36,12.72,0,24,0.76,10.07,1.0,1
6415,38,Services,9,Central,15.86,17.07,0.84,6.53,0.44,0.86,9.81,36,16.7,1,0,0.6,9.09,18.96,0
6416,28,Trading,7,North,26.19,19.92,0.67,2.85,0.33,2.42,4.71,60,14.37,0,3,0.43,9.07,11.64,0
6417,22,Services,1,South,39.44,9.76,0.68,0.1,0.46,0.75,8.18,36,13.08,0,18,0.53,3.86,13.28,0
6418,49,Manufacturing,6,West,69.01,11.74,0.66,3.76,0.44,0.95,4.93,36,18.95,1,2,0.69,4.33,7.95,0
6419,39,Construction,5,South,50.84,2.93,0.8,3.08,0.28,1.07,12.5,60,13.59,0,0,0.68,1.0,5.41,0
6420,32,Healthcare,0,Central,58.55,9.01,0.55,2.74,0.2,1.75,8.54,48,17.91,0,0,0.97,5.9,8.63,1
6421,23,Services,7,East,62.98,17.37,0.8,3.82,0.19,1.61,19.13,24,20.16,0,12,0.89,5.01,6.54,0
6422,26,Services,4,Central,49.36,15.27,0.56,4.38,0.71,1.7,8.87,36,10.0,0,0,0.56,4.24,3.6,0
6423,48,Healthcare,11,North,56.4,1.0,0.79,3.21,0.58,2.27,2.0,24,11.9,0,1,0.92,5.21,1.0,1
6424,36,Retail,9,South,45.73,12.61,0.8,2.53,0.53,0.83,6.77,36,13.02,0,14,0.79,4.16,2.5,1
6425,29,Trading,5,West,94.21,9.23,0.83,4.68,0.25,2.22,15.63,48,16.56,0,7,0.29,1.0,9.16,1
6426,40,Trading,4,South,65.87,10.46,0.79,5.45,0.53,1.01,9.05,24,15.55,0,5,1.0,8.38,11.31,1
6427,26,Retail,0,West,105.02,20.84,0.76,6.31,0.79,1.17,8.54,24,13.37,0,0,0.83,14.21,9.74,0
6428,50,Retail,7,North,88.04,5.63,1.0,4.46,0.38,0.83,5.14,24,11.82,1,11,0.48,5.31,13.46,0
6429,48,Manufacturing,4,East,44.04,6.48,0.5,1.56,0.42,1.32,9.5,12,15.44,0,10,0.79,11.39,3.1,0
6430,30,Healthcare,3,South,44.1,22.52,0.91,8.24,0.54,2.1,2.0,12,13.83,0,14,0.81,4.55,6.45,0
6431,28,Construction,5,East,5.0,10.95,0.97,1.45,0.15,2.09,19.7,36,13.11,1,3,0.2,9.44,3.09,0
6432,21,Trading,9,West,16.7,18.16,0.65,3.13,0.76,1.51,14.17,12,17.99,0,0,0.99,9.85,9.1,0
6433,21,Retail,9,Central,80.29,13.06,0.84,6.75,0.62,0.62,11.53,36,16.06,0,1,0.71,12.04,11.6,1
6434,21,Retail,9,South,78.84,12.61,0.96,3.47,0.58,1.07,3.84,36,12.37,0,8,0.95,9.63,6.24,0
6435,36,Healthcare,1,South,5.0,6.76,0.69,8.85,0.47,1.05,14.28,36,21.21,0,0,0.77,10.07,6.77,1
6436,31,Construction,9,East,89.46,18.76,0.68,2.35,0.2,0.73,16.44,12,10.0,0,2,0.87,2.65,5.81,0
6437,21,Retail,3,North,85.54,16.8,0.58,1.9,0.57,1.03,25.05,36,16.51,0,8,0.64,17.19,6.52,1
6438,32,Manufacturing,7,North,83.54,9.57,1.0,3.81,0.41,1.68,6.87,60,14.52,1,11,0.51,4.31,10.53,1
6439,40,Construction,6,Central,65.37,12.05,0.89,1.62,0.65,1.23,10.0,36,14.08,1,17,0.6,15.13,10.68,0
6440,40,Manufacturing,4,North,65.24,15.75,0.56,5.72,0.41,1.43,15.67,36,10.0,0,8,0.89,12.38,1.97,0
6441,21,Services,5,South,44.44,7.03,0.82,1.68,0.91,1.33,8.07,24,12.74,1,0,0.51,1.93,2.39,0
6442,33,Trading,0,South,31.01,2.0,0.67,4.35,0.31,1.3,2.0,36,11.93,0,13,0.81,15.25,10.75,0
6443,21,Retail,5,North,84.07,12.7,0.48,4.22,0.33,2.18,10.78,36,14.53,0,7,0.49,4.28,7.52,0
6444,44,Construction,4,West,42.14,7.44,1.0,4.23,0.29,1.51,8.24,36,10.28,0,13,0.82,21.11,6.54,0
6445,42,Manufacturing,11,South,5.0,17.31,0.57,5.08,0.93,1.51,4.77,24,15.49,0,12,0.44,9.57,8.68,1
6446,26,Trading,5,West,68.61,10.33,0.64,1.74,0.25,0.88,7.86,60,14.52,0,22,0.5,1.0,8.31,0
6447,27,Trading,2,North,18.39,4.12,0.67,3.41,0.75,1.77,13.19,24,18.02,0,9,0.7,16.35,20.8,1
6448,30,Retail,5,East,54.56,13.14,0.63,2.5,0.05,1.64,13.26,60,17.19,2,1,0.54,8.25,14.84,0
6449,21,Trading,2,South,99.79,4.52,0.69,5.78,0.44,1.12,4.21,12,18.11,0,0,0.91,14.11,1.0,0
6450,38,Retail,0,East,113.07,14.74,0.86,3.86,0.28,1.2,10.42,24,18.75,0,0,0.58,9.51,9.6,1
6451,32,Services,6,Central,70.81,1.0,0.66,6.94,0.5,0.64,8.67,36,10.0,0,3,0.93,8.5,4.35,1
6452,44,Retail,5,West,89.47,12.14,0.8,6.17,0.75,2.07,10.59,36,10.0,0,18,0.95,12.55,10.96,0
6453,24,Healthcare,7,North,72.35,14.42,0.72,0.73,0.29,0.72,8.97,36,11.5,0,0,0.91,3.39,11.41,0
6454,28,Manufacturing,9,South,74.14,4.8,0.52,2.89,0.44,1.73,2.0,36,16.24,0,28,0.74,15.68,8.49,1
6455,21,Healthcare,10,South,77.58,19.62,0.78,3.45,0.46,1.78,15.08,12,14.34,1,9,0.39,15.2,16.62,1
6456,24,Trading,5,West,17.96,2.72,0.68,2.76,0.53,1.02,11.11,36,14.67,1,5,0.92,4.9,6.07,0
6457,23,Trading,7,South,11.59,13.84,0.43,1.91,0.29,2.0,18.49,36,12.05,0,14,0.46,11.23,7.9,0
6458,44,Trading,5,East,80.4,2.48,0.52,2.69,0.43,1.7,8.77,48,12.68,0,0,0.71,7.56,10.38,0
